loan_id,app_id,client_id,product,channel,issue_date,principal,term_months,rate
3184,8177,5132,POS-кредит,Колл-центр,2024-06-16,140000,18,21.7
3185,8178,5597,POS-кредит,Отделение,2024-06-08,410000,12,26.2
3186,8180,6439,POS-кредит,Отделение,2024-06-08,180000,12,24.6
3187,8183,5439,POS-кредит,Мобильное приложение,2024-06-10,170000,12,26.7
3188,8186,1178,POS-кредит,Онлайн-заявка,2024-06-15,260000,6,18.0
3189,8193,3008,Кредит наличными,Онлайн-заявка,2024-06-15,1110000,48,24.2
3190,8204,647,Кредитная карта,Онлайн-заявка,2024-06-20,340000,24,34.5
3191,8208,2613,Кредит наличными,Мобильное приложение,2024-06-02,1030000,36,19.7
3192,8209,9785,Кредит наличными,Отделение,2024-06-21,1120000,12,28.1
3193,8212,6009,POS-кредит,Онлайн-заявка,2024-06-25,400000,12,16.7
3194,8213,6434,Кредитная карта,Онлайн-заявка,2024-06-23,840000,24,28.4
3195,8217,3011,Кредит наличными,Колл-центр,2024-06-23,1230000,12,30.5
3196,8219,1354,POS-кредит,Партнёр (POS),2024-06-20,380000,18,24.8
3197,8221,10558,Кредитная карта,Мобильное приложение,2024-06-09,380000,12,38.7
3198,8222,11814,Кредитная карта,Мобильное приложение,2024-06-06,500000,12,38.5
3199,8230,11655,Кредит наличными,Отделение,2024-06-19,1030000,36,32.0
3200,8241,888,Кредитная карта,Мобильное приложение,2024-05-31,510000,12,35.8
3201,8242,1303,POS-кредит,Партнёр (POS),2024-05-31,500000,12,16.8
3202,8249,2406,POS-кредит,Партнёр (POS),2024-06-07,120000,18,22.5
3203,8250,5558,POS-кредит,Онлайн-заявка,2024-06-10,100000,18,20.9
3204,8252,10814,Кредитная карта,Онлайн-заявка,2024-06-06,200000,12,32.9
3205,8254,9369,Кредит наличными,Партнёр (POS),2024-06-11,1390000,36,27.4
3206,8255,1353,POS-кредит,Отделение,2024-06-17,290000,18,18.9
3207,8257,2613,POS-кредит,Партнёр (POS),2024-05-31,180000,18,21.1
3208,8261,8656,Кредитная карта,Партнёр (POS),2024-06-23,330000,24,37.3
3209,8266,1836,POS-кредит,Партнёр (POS),2024-06-26,140000,6,16.8
3210,8268,1929,Кредит наличными,Колл-центр,2024-06-20,400000,36,26.4
3211,8270,11887,Кредитная карта,Отделение,2024-06-15,470000,12,37.9
3212,8271,7793,POS-кредит,Отделение,2024-06-18,310000,18,21.2
3213,8275,5531,POS-кредит,Партнёр (POS),2024-06-21,430000,6,20.4
3214,8280,11139,Кредит наличными,Колл-центр,2024-05-30,590000,12,32.6
3215,8281,6994,Кредитная карта,Партнёр (POS),2024-06-25,360000,12,31.1
3216,8282,2191,Кредитная карта,Онлайн-заявка,2024-06-21,460000,24,33.9
3217,8283,10300,Кредит наличными,Мобильное приложение,2024-06-21,830000,36,31.8
3218,8284,6346,Кредит наличными,Мобильное приложение,2024-06-22,1730000,24,26.8
3219,8285,7885,Кредитная карта,Отделение,2024-06-25,710000,12,33.0
3220,8287,5360,POS-кредит,Партнёр (POS),2024-06-14,200000,6,24.3
3221,8289,11815,Кредитная карта,Мобильное приложение,2024-06-15,510000,24,32.6
3222,8290,7123,Кредит наличными,Отделение,2024-06-15,1040000,48,24.3
3223,8291,11390,POS-кредит,Колл-центр,2024-06-15,290000,12,21.7
3224,8296,5178,POS-кредит,Мобильное приложение,2024-06-11,280000,6,17.9
3225,8297,2613,POS-кредит,Партнёр (POS),2024-06-01,330000,12,22.0
3226,8298,9217,Кредитная карта,Партнёр (POS),2024-06-10,920000,24,35.1
3227,8302,10040,POS-кредит,Мобильное приложение,2024-06-18,410000,18,20.6
3228,8303,6682,POS-кредит,Онлайн-заявка,2024-05-30,170000,18,18.3
3229,8307,7787,POS-кредит,Отделение,2024-06-09,150000,18,21.6
3230,8308,2237,POS-кредит,Партнёр (POS),2024-06-18,270000,6,28.2
3231,8309,7033,POS-кредит,Онлайн-заявка,2024-06-25,350000,12,26.0
3232,8311,10439,Кредитная карта,Колл-центр,2024-06-21,310000,12,34.1
3233,8317,5495,POS-кредит,Отделение,2024-06-04,350000,12,20.8
3234,8321,8988,POS-кредит,Отделение,2024-06-20,150000,18,26.1
3235,8329,9147,POS-кредит,Партнёр (POS),2024-06-01,210000,12,22.6
3236,8331,6597,Кредитная карта,Мобильное приложение,2024-06-11,370000,12,34.3
3237,8336,1123,POS-кредит,Партнёр (POS),2024-06-01,120000,12,24.1
3238,8337,5300,Кредит наличными,Мобильное приложение,2024-06-14,1810000,24,28.5
3239,8343,10591,POS-кредит,Партнёр (POS),2024-06-06,220000,18,21.4
3240,8344,9842,POS-кредит,Отделение,2024-06-13,230000,18,19.3
3241,8349,6119,POS-кредит,Отделение,2024-06-14,410000,6,25.8
3242,8351,10424,Кредитная карта,Онлайн-заявка,2024-06-05,430000,24,33.8
3243,8359,3011,Кредит наличными,Отделение,2024-06-10,730000,24,34.8
3244,8361,2495,Кредит наличными,Партнёр (POS),2024-06-10,1290000,24,22.7
3245,8362,6119,POS-кредит,Онлайн-заявка,2024-06-10,50000,6,28.8
3246,8369,128,Кредит наличными,Партнёр (POS),2024-06-02,960000,24,23.3
3247,8375,6956,Кредитная карта,Мобильное приложение,2024-06-18,620000,24,34.1
3248,8376,6682,POS-кредит,Онлайн-заявка,2024-06-12,590000,18,19.0
3249,8381,9693,POS-кредит,Отделение,2024-06-07,240000,6,19.7
3250,8382,5588,POS-кредит,Отделение,2024-06-15,390000,6,23.1
3251,8383,1105,Кредитная карта,Партнёр (POS),2024-06-03,380000,24,42.1
3252,8384,7262,Кредитная карта,Отделение,2024-06-23,240000,24,31.8
3253,8385,9368,Кредитная карта,Отделение,2024-06-09,260000,24,32.8
3254,8388,10857,POS-кредит,Мобильное приложение,2024-06-16,140000,18,23.5
3255,8390,2613,Кредит наличными,Партнёр (POS),2024-06-04,1070000,36,25.2
3256,8392,7979,Кредит наличными,Колл-центр,2024-06-23,540000,48,28.2
3257,8393,7592,Кредит наличными,Отделение,2024-06-20,50000,36,26.6
3258,8395,9139,POS-кредит,Партнёр (POS),2024-06-09,200000,12,26.2
3259,8398,10672,Кредит наличными,Партнёр (POS),2024-06-23,860000,12,28.8
3260,8403,10435,Кредит наличными,Отделение,2024-06-12,220000,12,28.3
3261,8406,8941,Кредит наличными,Партнёр (POS),2024-06-25,500000,24,28.3
3262,8407,2613,Кредит наличными,Онлайн-заявка,2024-06-10,1300000,48,32.0
3263,8408,7436,POS-кредит,Партнёр (POS),2024-06-24,110000,6,24.3
3264,8409,2613,Кредит наличными,Партнёр (POS),2024-05-31,450000,48,29.8
3265,8411,3011,Кредит наличными,Мобильное приложение,2024-06-25,860000,12,23.8
3266,8415,3097,Кредитная карта,Партнёр (POS),2024-06-26,450000,12,32.8
3267,8421,1822,Кредитная карта,Партнёр (POS),2024-06-25,750000,12,36.2
3268,8422,8747,Кредит наличными,Партнёр (POS),2024-06-24,50000,36,26.9
3269,8423,11834,Кредитная карта,Онлайн-заявка,2024-06-12,420000,12,38.4
3270,8427,11692,POS-кредит,Отделение,2024-06-21,240000,18,15.0
3271,8429,8958,Кредитная карта,Отделение,2024-06-19,600000,12,33.1
3272,8430,3603,POS-кредит,Партнёр (POS),2024-06-05,210000,18,20.5
3273,8436,21,POS-кредит,Онлайн-заявка,2024-06-23,110000,18,26.1
3274,8437,10439,Кредитная карта,Мобильное приложение,2024-06-19,500000,12,29.9
3275,8439,3011,Кредит наличными,Отделение,2024-06-06,220000,24,26.7
3276,8442,3097,Кредитная карта,Мобильное приложение,2024-06-15,570000,24,29.9
3277,8445,4497,Кредит наличными,Партнёр (POS),2024-05-31,270000,12,37.2
3278,8446,1605,Кредитная карта,Партнёр (POS),2024-06-08,450000,24,33.3
3279,8454,2984,Кредитная карта,Отделение,2024-06-26,500000,24,35.4
3280,8458,8087,POS-кредит,Мобильное приложение,2024-06-01,400000,18,18.7
3281,8461,2978,Кредит наличными,Партнёр (POS),2024-06-04,830000,12,28.7
3282,8462,4022,POS-кредит,Онлайн-заявка,2024-06-13,140000,18,27.9
3283,8470,6508,POS-кредит,Мобильное приложение,2024-06-02,440000,12,25.9
3284,8475,9369,Кредит наличными,Партнёр (POS),2024-06-09,870000,36,30.8
3285,8476,1180,Кредит наличными,Колл-центр,2024-06-12,1040000,12,28.0
3286,8477,5719,POS-кредит,Партнёр (POS),2024-06-18,450000,12,19.5
3287,8479,8958,Кредитная карта,Онлайн-заявка,2024-06-18,370000,12,31.1
3288,8484,10244,Кредит наличными,Онлайн-заявка,2024-06-02,390000,36,33.2
3289,8485,3776,Кредит наличными,Отделение,2024-06-24,660000,36,27.2
3290,8486,778,POS-кредит,Колл-центр,2024-06-09,180000,6,27.8
3291,8487,5346,Кредит наличными,Партнёр (POS),2024-06-18,50000,48,30.0
3292,8492,899,POS-кредит,Отделение,2024-06-02,220000,12,15.1
3293,8493,627,Кредитная карта,Мобильное приложение,2024-06-18,640000,12,36.7
3294,8494,8469,POS-кредит,Партнёр (POS),2024-06-09,370000,6,20.9
3295,8496,4290,POS-кредит,Партнёр (POS),2024-06-18,400000,12,20.9
3296,8497,767,POS-кредит,Отделение,2024-06-10,500000,12,22.4
3297,8503,5344,Кредит наличными,Отделение,2024-06-16,1440000,48,24.9
3298,8504,3121,Кредитная карта,Отделение,2024-06-02,280000,24,34.4
3299,8505,7483,POS-кредит,Онлайн-заявка,2024-06-13,260000,18,24.6
3300,8506,7043,Кредитная карта,Отделение,2024-06-24,500000,24,33.6
3301,8508,10013,POS-кредит,Онлайн-заявка,2024-06-25,370000,18,26.1
3302,8510,3697,POS-кредит,Отделение,2024-06-07,170000,12,17.2
3303,8512,6035,Кредитная карта,Мобильное приложение,2024-06-21,270000,24,34.3
3304,8513,2663,Кредит наличными,Онлайн-заявка,2024-06-08,820000,24,26.7
3305,8514,2613,Кредит наличными,Партнёр (POS),2024-06-11,570000,12,30.5
3306,8516,6185,Кредитная карта,Партнёр (POS),2024-06-24,570000,12,27.0
3307,8517,1028,Кредит наличными,Мобильное приложение,2024-06-21,880000,12,31.7
3308,8521,11392,POS-кредит,Онлайн-заявка,2024-06-07,340000,18,24.3
3309,8526,2613,Кредит наличными,Мобильное приложение,2024-06-15,1230000,36,35.5
3310,8527,919,Кредитная карта,Колл-центр,2024-05-30,140000,24,38.3
3311,8535,1756,Кредит наличными,Онлайн-заявка,2024-06-16,1310000,36,29.5
3312,8536,2559,Кредит наличными,Партнёр (POS),2024-06-18,1350000,48,35.3
3313,8538,5310,POS-кредит,Онлайн-заявка,2024-06-09,360000,12,17.0
3314,8546,10302,POS-кредит,Отделение,2024-06-21,380000,6,24.7
3315,8549,10982,Кредитная карта,Партнёр (POS),2024-06-07,250000,24,30.7
3316,8550,9612,POS-кредит,Отделение,2024-05-31,270000,6,13.3
3317,8554,3545,POS-кредит,Партнёр (POS),2024-06-20,170000,6,17.6
3318,8557,11643,Кредит наличными,Отделение,2024-06-20,360000,48,26.6
3319,8558,7370,POS-кредит,Мобильное приложение,2024-06-24,300000,18,18.4
3320,8559,2452,Кредитная карта,Мобильное приложение,2024-05-31,430000,24,35.6
3321,8561,10439,Кредитная карта,Мобильное приложение,2024-06-24,240000,12,32.6
3322,8567,295,Кредитная карта,Партнёр (POS),2024-06-04,320000,24,31.1
3323,8569,10792,Кредитная карта,Партнёр (POS),2024-06-04,510000,12,35.6
3324,8571,2875,Кредит наличными,Онлайн-заявка,2024-06-01,790000,24,24.2
3325,8579,6560,POS-кредит,Партнёр (POS),2024-05-30,320000,12,18.7
3326,8580,2613,POS-кредит,Партнёр (POS),2024-06-26,230000,6,21.0
3327,8583,6342,POS-кредит,Отделение,2024-06-26,270000,6,23.1
3328,8585,3981,POS-кредит,Мобильное приложение,2024-06-26,350000,12,24.9
3329,8586,6849,POS-кредит,Партнёр (POS),2024-06-21,190000,6,23.8
3330,8587,10814,Кредит наличными,Онлайн-заявка,2024-06-11,960000,48,27.4
3331,8588,4290,POS-кредит,Отделение,2024-06-21,50000,12,17.3
3332,8590,2359,Кредитная карта,Партнёр (POS),2024-06-20,670000,12,35.4
3333,8591,6560,Кредит наличными,Партнёр (POS),2024-06-18,1200000,36,26.2
3334,8593,7033,POS-кредит,Партнёр (POS),2024-06-09,200000,6,22.9
3335,8595,5736,POS-кредит,Партнёр (POS),2024-06-04,240000,18,21.6
3336,8597,11065,Кредит наличными,Партнёр (POS),2024-06-09,540000,24,27.6
3337,8600,11884,POS-кредит,Партнёр (POS),2024-05-31,210000,12,25.7
3338,8604,658,POS-кредит,Партнёр (POS),2024-06-24,140000,6,21.8
3339,8605,3591,POS-кредит,Партнёр (POS),2024-06-08,310000,12,24.8
3340,8607,8729,Кредитная карта,Онлайн-заявка,2024-06-25,590000,24,33.4
3341,8611,9115,POS-кредит,Отделение,2024-06-11,270000,12,20.1
3342,8614,1475,Кредитная карта,Мобильное приложение,2024-06-07,340000,24,36.0
3343,8617,3982,POS-кредит,Отделение,2024-06-06,100000,6,21.8
3344,8619,2719,POS-кредит,Мобильное приложение,2024-06-15,370000,6,23.1
3345,8620,9824,Кредит наличными,Партнёр (POS),2024-06-12,620000,48,29.1
3346,8623,5959,Кредит наличными,Отделение,2024-06-10,720000,48,33.0
3347,8624,7490,POS-кредит,Партнёр (POS),2024-05-31,210000,6,23.3
3348,8628,9147,Кредит наличными,Партнёр (POS),2024-06-09,870000,24,30.7
3349,8635,10534,POS-кредит,Партнёр (POS),2024-06-11,440000,12,26.1
3350,8639,3097,Кредитная карта,Мобильное приложение,2024-06-25,450000,24,40.7
3351,8640,11069,Кредитная карта,Мобильное приложение,2024-06-26,610000,24,35.0
3352,8642,3011,Кредит наличными,Онлайн-заявка,2024-06-09,1110000,36,24.8
3353,8649,6560,POS-кредит,Отделение,2024-06-04,350000,6,21.0
3354,8650,8458,POS-кредит,Партнёр (POS),2024-06-03,360000,12,18.8
3355,8652,9184,POS-кредит,Партнёр (POS),2024-06-22,260000,6,20.4
3356,8654,11018,POS-кредит,Отделение,2024-06-05,140000,18,18.1
3357,8665,8493,POS-кредит,Партнёр (POS),2024-06-08,280000,18,24.4
3358,8667,7352,Кредитная карта,Партнёр (POS),2024-06-01,140000,24,36.9
3359,8668,430,Кредит наличными,Мобильное приложение,2024-06-26,940000,36,32.0
3360,8669,6852,POS-кредит,Партнёр (POS),2024-06-14,380000,6,14.1
3361,8673,2915,Кредитная карта,Партнёр (POS),2024-06-17,740000,24,36.4
3362,8677,3011,Кредит наличными,Онлайн-заявка,2024-06-08,890000,48,26.8
3363,8678,209,Кредит наличными,Партнёр (POS),2024-06-25,900000,36,24.1
3364,8680,4713,Кредит наличными,Отделение,2024-06-11,830000,36,29.8
3365,8682,10866,Кредит наличными,Партнёр (POS),2024-06-08,1350000,12,28.4
3366,8683,11213,Кредитная карта,Онлайн-заявка,2024-06-06,500000,24,35.1
3367,8687,9141,Кредит наличными,Отделение,2024-05-31,880000,48,29.4
3368,8688,3097,Кредитная карта,Онлайн-заявка,2024-06-06,690000,24,31.9
3369,8692,5910,Кредитная карта,Партнёр (POS),2024-06-02,420000,24,37.4
3370,8694,3011,Кредит наличными,Партнёр (POS),2024-06-01,460000,12,30.7
3371,8696,6031,Кредит наличными,Мобильное приложение,2024-06-15,1050000,12,30.4
3372,8699,5826,Кредит наличными,Партнёр (POS),2024-06-05,1340000,48,29.3
3373,8702,8326,POS-кредит,Мобильное приложение,2024-06-19,420000,6,21.9
3374,8703,10210,Кредит наличными,Онлайн-заявка,2024-06-02,550000,12,21.7
3375,8704,288,Кредитная карта,Мобильное приложение,2024-06-22,510000,12,36.3
3376,8705,9470,POS-кредит,Отделение,2024-06-26,290000,12,22.9
3377,8710,6849,POS-кредит,Партнёр (POS),2024-05-30,100000,18,24.0
3378,8712,10982,Кредитная карта,Мобильное приложение,2024-06-11,580000,12,30.1
3379,8714,464,POS-кредит,Мобильное приложение,2024-06-24,390000,18,18.4
3380,8717,5915,POS-кредит,Отделение,2024-06-15,230000,6,24.0
3381,8718,7171,Кредит наличными,Партнёр (POS),2024-06-17,50000,24,31.6
3382,8719,11386,POS-кредит,Партнёр (POS),2024-06-18,350000,6,23.9
3383,8720,9816,POS-кредит,Мобильное приложение,2024-06-15,210000,18,19.8
3384,8725,3795,Кредит наличными,Партнёр (POS),2024-05-31,120000,12,31.7
3385,8727,5360,Кредит наличными,Колл-центр,2024-06-21,850000,48,27.1
3386,8729,974,Кредитная карта,Отделение,2024-06-23,690000,24,36.7
3387,8736,2390,Кредит наличными,Мобильное приложение,2024-06-21,310000,24,30.1
3388,8740,10762,POS-кредит,Партнёр (POS),2024-06-15,330000,18,25.3
3389,8741,4987,Кредитная карта,Онлайн-заявка,2024-06-04,660000,12,30.7
3390,8743,51,Кредитная карта,Отделение,2024-06-26,320000,12,34.2
3391,8745,7973,POS-кредит,Отделение,2024-06-17,280000,18,24.0
3392,8746,4803,Кредитная карта,Онлайн-заявка,2024-06-06,650000,12,37.2
3393,8759,295,Кредит наличными,Мобильное приложение,2024-06-26,1230000,48,28.3
3394,8762,11660,Кредитная карта,Партнёр (POS),2024-06-20,340000,24,35.4
3395,8763,1836,POS-кредит,Онлайн-заявка,2024-06-18,220000,12,17.8
3396,8764,6689,Кредит наличными,Партнёр (POS),2024-06-04,650000,12,30.2
3397,8765,7702,Кредитная карта,Онлайн-заявка,2024-06-01,140000,24,30.0
3398,8767,5055,Кредит наличными,Отделение,2024-06-19,930000,36,28.1
3399,8768,10558,Кредитная карта,Отделение,2024-05-31,240000,24,32.6
3400,8769,5121,POS-кредит,Онлайн-заявка,2024-06-14,350000,12,20.5
3401,8771,447,POS-кредит,Мобильное приложение,2024-06-19,340000,18,19.0
3402,8775,3011,Кредит наличными,Партнёр (POS),2024-06-05,650000,24,29.5
3403,8776,10440,Кредит наличными,Партнёр (POS),2024-06-15,720000,24,39.1
3404,8780,9369,Кредит наличными,Мобильное приложение,2024-06-20,820000,12,24.7
3405,8786,6950,Кредит наличными,Партнёр (POS),2024-06-09,630000,36,25.1
3406,8788,6950,POS-кредит,Онлайн-заявка,2024-06-01,280000,6,24.0
3407,8791,5830,POS-кредит,Мобильное приложение,2024-06-17,520000,6,18.8
3408,8792,11579,POS-кредит,Партнёр (POS),2024-06-26,130000,12,18.0
3409,8796,8283,Кредитная карта,Колл-центр,2024-06-22,440000,12,35.7
3410,8800,10283,Кредитная карта,Отделение,2024-06-07,490000,24,38.5
3411,8806,6502,Кредит наличными,Колл-центр,2024-05-30,160000,48,17.9
3412,8807,3991,POS-кредит,Мобильное приложение,2024-06-16,50000,18,22.4
3413,8812,10866,Кредит наличными,Колл-центр,2024-06-26,1050000,12,29.9
3414,8816,3871,Кредитная карта,Онлайн-заявка,2024-06-02,260000,12,36.2
3415,8817,4024,POS-кредит,Отделение,2024-06-22,320000,12,22.8
3416,8820,6018,POS-кредит,Партнёр (POS),2024-05-31,210000,12,21.7
3417,8824,8151,Кредит наличными,Партнёр (POS),2024-06-23,810000,36,25.9
3418,8825,11097,POS-кредит,Партнёр (POS),2024-06-20,390000,12,22.6
3419,8829,8022,POS-кредит,Отделение,2024-06-08,140000,6,20.0
3420,8831,7492,POS-кредит,Мобильное приложение,2024-06-12,50000,12,22.3
3421,8834,5776,Кредит наличными,Отделение,2024-06-01,1450000,36,23.3
3422,8836,3338,POS-кредит,Партнёр (POS),2024-06-24,170000,6,19.4
3423,8837,9915,POS-кредит,Партнёр (POS),2024-06-01,190000,12,24.3
3424,8841,778,POS-кредит,Партнёр (POS),2024-06-06,210000,6,26.4
3425,8842,3672,POS-кредит,Онлайн-заявка,2024-06-09,90000,12,18.9
3426,8844,4532,Кредитная карта,Партнёр (POS),2024-06-17,620000,24,30.9
3427,8845,7907,POS-кредит,Отделение,2024-06-25,50000,12,24.5
3428,8848,3867,POS-кредит,Партнёр (POS),2024-06-20,160000,12,26.2
3429,8854,8722,Кредитная карта,Отделение,2024-06-15,80000,24,33.1
3430,8856,2613,Кредитная карта,Партнёр (POS),2024-06-11,50000,24,33.8
3431,8860,2613,Кредит наличными,Онлайн-заявка,2024-06-13,430000,12,29.8
3432,8863,7369,POS-кредит,Онлайн-заявка,2024-06-09,180000,6,21.5
3433,8866,5735,Кредитная карта,Онлайн-заявка,2024-05-30,670000,24,26.7
3434,8868,5561,Кредитная карта,Онлайн-заявка,2024-06-14,460000,24,35.9
3435,8872,1218,Кредитная карта,Партнёр (POS),2024-05-30,130000,12,34.1
3436,8874,8406,Кредитная карта,Онлайн-заявка,2024-06-07,490000,12,35.2
3437,8875,9470,Кредит наличными,Отделение,2024-06-13,1350000,48,29.2
3438,8876,8823,Кредитная карта,Отделение,2024-06-11,830000,12,30.9
3439,8878,1443,POS-кредит,Мобильное приложение,2024-06-15,240000,18,14.6
3440,8890,3667,Кредит наличными,Отделение,2024-06-01,950000,48,27.4
3441,8893,10221,Кредитная карта,Мобильное приложение,2024-06-06,600000,12,35.9
3442,8894,475,Кредитная карта,Мобильное приложение,2024-06-04,300000,24,30.6
3443,8895,10605,Кредит наличными,Партнёр (POS),2024-06-04,520000,12,34.6
3444,8897,2613,Кредит наличными,Партнёр (POS),2024-06-14,50000,24,33.4
3445,8904,9890,POS-кредит,Партнёр (POS),2024-06-06,270000,6,24.7
3446,8905,7386,Кредит наличными,Партнёр (POS),2024-06-15,880000,36,28.9
3447,8906,3779,Кредит наличными,Отделение,2024-06-23,1210000,36,31.5
3448,8907,6428,Кредит наличными,Мобильное приложение,2024-06-17,850000,48,24.8
3449,8908,5226,Кредитная карта,Мобильное приложение,2024-05-30,660000,12,32.1
3450,8911,3321,Кредит наличными,Онлайн-заявка,2024-06-15,550000,36,24.2
3451,8915,11128,POS-кредит,Мобильное приложение,2024-06-12,290000,6,23.4
3452,8919,11932,Кредит наличными,Отделение,2024-06-15,190000,12,29.6
3453,8920,2613,Кредит наличными,Мобильное приложение,2024-06-18,1000000,36,37.0
3454,8921,8458,POS-кредит,Отделение,2024-06-08,220000,12,21.3
3455,8922,222,POS-кредит,Мобильное приложение,2024-05-31,210000,18,22.6
3456,8924,9972,Кредит наличными,Отделение,2024-06-21,200000,24,28.8
3457,8925,6716,POS-кредит,Отделение,2024-06-16,200000,18,21.8
3458,8926,8847,Кредитная карта,Партнёр (POS),2024-06-16,500000,12,33.3
3459,8929,11800,Кредит наличными,Мобильное приложение,2024-06-26,650000,48,24.5
3460,8930,1352,Кредитная карта,Партнёр (POS),2024-06-16,760000,12,32.9
3461,8931,5708,Кредитная карта,Партнёр (POS),2024-05-31,470000,12,32.0
3462,8937,8606,Кредитная карта,Отделение,2024-06-07,560000,12,38.8
3463,8938,9174,POS-кредит,Онлайн-заявка,2024-06-09,50000,12,25.0
3464,8942,4823,POS-кредит,Партнёр (POS),2024-06-05,370000,6,26.0
3465,8943,3964,Кредитная карта,Партнёр (POS),2024-06-08,540000,24,34.4
3466,8945,1971,Кредитная карта,Партнёр (POS),2024-06-21,630000,12,33.8
3467,8951,10873,POS-кредит,Отделение,2024-06-24,140000,18,20.3
3468,8952,2613,Кредит наличными,Отделение,2024-06-12,1030000,48,23.3
3469,8953,6123,Кредит наличными,Колл-центр,2024-06-11,350000,48,29.7
3470,8957,206,Кредитная карта,Мобильное приложение,2024-06-17,280000,12,31.9
3471,8958,3015,Кредит наличными,Онлайн-заявка,2024-06-22,610000,36,35.2
3472,8959,8802,Кредит наличными,Партнёр (POS),2024-06-21,580000,36,32.5
3473,8961,4036,Кредитная карта,Партнёр (POS),2024-06-15,110000,24,35.0
3474,8969,718,Кредитная карта,Отделение,2024-06-10,570000,24,33.2
3475,8971,7352,Кредитная карта,Мобильное приложение,2024-06-10,420000,12,36.1
3476,8977,1836,POS-кредит,Отделение,2024-06-25,220000,12,19.6
3477,8978,1185,Кредитная карта,Партнёр (POS),2024-06-22,290000,12,35.7
3478,8981,5692,POS-кредит,Партнёр (POS),2024-06-23,240000,12,20.6
3479,8984,3052,POS-кредит,Отделение,2024-06-18,370000,6,23.7
3480,8991,2613,Кредит наличными,Онлайн-заявка,2024-06-01,1250000,36,31.5
3481,9009,8427,POS-кредит,Колл-центр,2024-06-01,230000,18,28.0
3482,9012,8560,POS-кредит,Партнёр (POS),2024-06-15,80000,6,16.7
3483,9014,2613,Кредит наличными,Партнёр (POS),2024-06-25,50000,36,25.9
3484,9015,150,POS-кредит,Онлайн-заявка,2024-06-23,380000,12,28.9
3485,9017,1508,POS-кредит,Онлайн-заявка,2024-06-01,110000,12,23.7
3486,9019,2613,Кредитная карта,Партнёр (POS),2024-06-01,550000,12,36.1
3487,9020,11889,POS-кредит,Партнёр (POS),2024-06-22,310000,6,22.7
3488,9022,2613,Кредит наличными,Мобильное приложение,2024-06-16,1020000,24,27.8
3489,9025,8795,POS-кредит,Мобильное приложение,2024-06-07,160000,6,25.0
3490,9026,2948,Кредит наличными,Мобильное приложение,2024-06-21,50000,48,29.3
3491,9032,9116,POS-кредит,Партнёр (POS),2024-06-03,220000,18,24.3
3492,9033,8180,Кредит наличными,Онлайн-заявка,2024-06-02,1000000,36,36.0
3493,9037,9714,Кредит наличными,Онлайн-заявка,2024-06-19,480000,24,23.6
3494,9038,9306,Кредитная карта,Онлайн-заявка,2024-06-09,880000,12,38.2
3495,9041,3893,POS-кредит,Отделение,2024-06-07,390000,18,21.1
3496,9042,7638,Кредитная карта,Мобильное приложение,2024-05-31,970000,12,34.3
3497,9043,10793,Кредит наличными,Колл-центр,2024-06-05,1290000,12,28.4
3498,9044,8607,Кредит наличными,Мобильное приложение,2024-06-02,390000,24,25.0
3499,9046,8789,Кредит наличными,Партнёр (POS),2024-06-14,680000,36,26.9
3500,9048,3078,Кредитная карта,Онлайн-заявка,2024-06-11,450000,12,32.4
3501,9050,3846,Кредит наличными,Онлайн-заявка,2024-06-26,1290000,48,28.4
3502,9053,2613,Кредит наличными,Мобильное приложение,2024-06-18,990000,36,29.2
3503,9057,7417,Кредит наличными,Онлайн-заявка,2024-06-07,570000,48,24.6
3504,9058,1032,Кредит наличными,Партнёр (POS),2024-06-26,910000,24,22.9
3505,9060,9260,POS-кредит,Отделение,2024-06-20,300000,12,22.2
3506,9061,1681,Кредит наличными,Онлайн-заявка,2024-06-06,560000,48,19.5
3507,9062,1175,Кредитная карта,Мобильное приложение,2024-06-18,680000,24,39.4
3508,9065,3097,Кредитная карта,Отделение,2024-06-23,370000,24,37.9
3509,9066,7975,Кредит наличными,Партнёр (POS),2024-05-30,540000,36,31.8
3510,9068,8983,POS-кредит,Отделение,2024-06-09,510000,6,17.6
3511,9070,3097,Кредитная карта,Партнёр (POS),2024-06-12,300000,12,33.9
3512,9072,10439,Кредитная карта,Мобильное приложение,2024-06-20,520000,12,32.7
3513,9074,10577,POS-кредит,Партнёр (POS),2024-06-09,100000,18,23.1
3514,9077,2918,POS-кредит,Партнёр (POS),2024-06-15,130000,18,24.3
3515,9082,6230,Кредит наличными,Партнёр (POS),2024-06-13,930000,48,29.8
3516,9083,5681,POS-кредит,Онлайн-заявка,2024-06-03,170000,6,25.1
3517,9085,11800,Кредитная карта,Колл-центр,2024-06-10,470000,12,32.8
3518,9088,8348,POS-кредит,Мобильное приложение,2024-06-17,320000,12,16.6
3519,9089,7214,Кредит наличными,Отделение,2024-05-31,1230000,48,36.2
3520,9091,9606,POS-кредит,Партнёр (POS),2024-06-04,80000,6,20.8
3521,9092,3471,POS-кредит,Мобильное приложение,2024-06-26,330000,6,23.0
3522,9093,2505,Кредит наличными,Партнёр (POS),2024-06-25,1350000,36,24.0
3523,9095,745,POS-кредит,Мобильное приложение,2024-06-24,290000,12,18.8
3524,9097,4102,POS-кредит,Партнёр (POS),2024-06-13,100000,12,20.8
3525,9098,3977,Кредит наличными,Партнёр (POS),2024-06-12,850000,48,28.1
