app_id,client_id,apply_date,channel,product,requested_amount,decision,reject_reason,approved_amount,is_issued
9443,6597,2024-07-20,Онлайн-заявка,Кредитная карта,380000,Отказ,Низкий скоринговый балл,0,0
9444,8546,2024-07-16,Партнёр (POS),POS-кредит,220000,Отказ,Недостаточный подтверждённый доход,0,0
9445,9314,2024-07-04,Колл-центр,Кредит наличными,250000,Отказ,Действующая просрочка,0,0
9446,9502,2024-07-26,Онлайн-заявка,Кредитная карта,410000,Отказ,Недостаточный подтверждённый доход,0,0
9447,1915,2024-06-30,Партнёр (POS),Кредит наличными,340000,Одобрено,,260000,1
9448,3700,2024-07-11,Онлайн-заявка,Кредит наличными,1330000,Одобрено,,780000,1
9449,6955,2024-07-06,Мобильное приложение,POS-кредит,360000,Одобрено,,360000,1
9450,7413,2024-07-02,Онлайн-заявка,Кредит наличными,1020000,Отказ,Низкий скоринговый балл,0,0
9451,7620,2024-07-17,Онлайн-заявка,Кредит наличными,580000,Отказ,Недостаточный подтверждённый доход,0,0
9452,9369,2024-07-08,Онлайн-заявка,Кредит наличными,400000,Одобрено,,400000,1
9453,10762,2024-06-30,Партнёр (POS),Кредит наличными,610000,Одобрено,,610000,1
9454,2613,2024-07-07,Отделение,Кредит наличными,1050000,Отказ,Низкий скоринговый балл,0,0
9455,5883,2024-07-23,Партнёр (POS),POS-кредит,220000,Одобрено,,150000,1
9456,4010,2024-07-17,Отделение,Кредит наличными,1110000,Отказ,Недостаточный подтверждённый доход,0,0
9457,11691,2024-07-11,Отделение,POS-кредит,400000,Одобрено,,400000,1
9458,6363,2024-07-19,Онлайн-заявка,POS-кредит,290000,Отказ,Недостаточная кредитная история,0,0
9459,107,2024-07-25,Онлайн-заявка,Кредит наличными,1310000,Отказ,Действующая просрочка,0,0
9460,9323,2024-07-04,Мобильное приложение,Кредитная карта,370000,Отказ,Недостаточный подтверждённый доход,0,0
9461,8677,2024-07-24,Партнёр (POS),Кредитная карта,1000000,Одобрено,,1000000,1
9462,10046,2024-07-13,Мобильное приложение,POS-кредит,100000,Одобрено,,100000,0
9463,905,2024-07-11,Колл-центр,POS-кредит,50000,Одобрено,,50000,0
9464,33,2024-07-08,Партнёр (POS),Кредитная карта,600000,Одобрено,,600000,1
9465,10439,2024-07-03,Онлайн-заявка,POS-кредит,80000,Одобрено,,80000,0
9466,6560,2024-07-15,Онлайн-заявка,POS-кредит,210000,Отказ,Недостаточный подтверждённый доход,0,0
9467,3128,2024-07-08,Мобильное приложение,POS-кредит,260000,Отказ,Высокая долговая нагрузка,0,0
9468,3037,2024-07-14,Мобильное приложение,POS-кредит,410000,Отказ,Недостаточная кредитная история,0,0
9469,5842,2024-07-07,Партнёр (POS),Кредит наличными,1080000,Отказ,Низкий скоринговый балл,0,0
9470,6437,2024-07-03,Отделение,POS-кредит,260000,Одобрено,,260000,1
9471,7225,2024-07-15,Онлайн-заявка,Кредит наличными,780000,Отказ,Недостаточный подтверждённый доход,0,0
9472,8757,2024-07-19,Отделение,Кредитная карта,280000,Отказ,Низкий скоринговый балл,0,0
9473,7991,2024-07-09,Колл-центр,Кредит наличными,790000,Отказ,Высокая долговая нагрузка,0,0
9474,295,2024-07-24,Колл-центр,Кредит наличными,1850000,Отказ,Высокая долговая нагрузка,0,0
9475,1519,2024-07-15,Мобильное приложение,Кредитная карта,390000,Отказ,Несоответствие политике банка,0,0
9476,425,2024-07-05,Мобильное приложение,Кредит наличными,950000,Отказ,Низкий скоринговый балл,0,0
9477,4322,2024-06-29,Мобильное приложение,POS-кредит,540000,Одобрено,,540000,1
9478,1508,2024-07-03,Онлайн-заявка,Кредитная карта,620000,Одобрено,,620000,1
9479,2292,2024-07-16,Онлайн-заявка,Кредит наличными,760000,Отказ,Действующая просрочка,0,0
9480,2283,2024-07-20,Колл-центр,Кредитная карта,910000,Отказ,Недостаточная кредитная история,0,0
9481,9147,2024-07-11,Онлайн-заявка,POS-кредит,430000,Одобрено,,340000,1
9482,9534,2024-07-04,Партнёр (POS),POS-кредит,450000,Отказ,Высокая долговая нагрузка,0,0
9483,4100,2024-07-08,Онлайн-заявка,POS-кредит,530000,Отказ,Высокая долговая нагрузка,0,0
9484,9890,2024-07-22,Партнёр (POS),POS-кредит,350000,Одобрено,,350000,1
9485,797,2024-06-30,Мобильное приложение,POS-кредит,370000,Отказ,Низкий скоринговый балл,0,0
9486,2613,2024-07-14,Партнёр (POS),POS-кредит,210000,Отказ,Высокая долговая нагрузка,0,0
9487,3048,2024-06-30,Мобильное приложение,POS-кредит,210000,Одобрено,,180000,1
9488,5498,2024-07-09,Онлайн-заявка,POS-кредит,140000,Отказ,Несоответствие политике банка,0,0
9489,5314,2024-07-14,Мобильное приложение,Кредит наличными,950000,Одобрено,,690000,1
9490,1854,2024-07-03,Онлайн-заявка,POS-кредит,230000,Отказ,Недостаточный подтверждённый доход,0,0
9491,9463,2024-07-13,Партнёр (POS),Кредит наличными,1340000,Отказ,Действующая просрочка,0,0
9492,11854,2024-07-25,Партнёр (POS),Кредит наличными,780000,Отказ,Действующая просрочка,0,0
9493,9396,2024-07-17,Онлайн-заявка,Кредит наличными,720000,Отказ,Недостаточная кредитная история,0,0
9494,10814,2024-07-25,Мобильное приложение,Кредит наличными,1020000,Отказ,Недостаточная кредитная история,0,0
9495,544,2024-07-17,Отделение,Кредит наличными,1270000,Отказ,Недостаточный подтверждённый доход,0,0
9496,3011,2024-07-13,Партнёр (POS),Кредит наличными,1000000,Одобрено,,880000,1
9497,2613,2024-07-22,Мобильное приложение,Кредит наличными,1150000,Отказ,Недостаточная кредитная история,0,0
9498,5964,2024-07-02,Колл-центр,Кредитная карта,660000,Отказ,Низкий скоринговый балл,0,0
9499,1617,2024-06-30,Онлайн-заявка,Кредит наличными,1170000,Отказ,Недостаточный подтверждённый доход,0,0
9500,2329,2024-07-17,Отделение,POS-кредит,350000,Отказ,Недостаточный подтверждённый доход,0,0
9501,1814,2024-07-15,Партнёр (POS),Кредит наличными,1650000,Одобрено,,1370000,1
9502,7436,2024-06-29,Партнёр (POS),POS-кредит,370000,Одобрено,,370000,1
9503,2672,2024-07-20,Партнёр (POS),Кредит наличными,490000,Одобрено,,360000,1
9504,5818,2024-06-30,Отделение,Кредитная карта,260000,Одобрено,,260000,1
9505,4421,2024-07-08,Онлайн-заявка,Кредит наличными,750000,Отказ,Недостаточная кредитная история,0,0
9506,4542,2024-07-09,Мобильное приложение,POS-кредит,370000,Отказ,Низкий скоринговый балл,0,0
9507,395,2024-06-29,Онлайн-заявка,POS-кредит,200000,Отказ,Низкий скоринговый балл,0,0
9508,5191,2024-07-21,Мобильное приложение,Кредитная карта,530000,Отказ,Недостаточный подтверждённый доход,0,0
9509,1915,2024-07-08,Мобильное приложение,POS-кредит,50000,Одобрено,,50000,1
9510,2613,2024-06-29,Отделение,Кредит наличными,1060000,Отказ,Действующая просрочка,0,0
9511,9331,2024-07-03,Мобильное приложение,POS-кредит,300000,Одобрено,,300000,1
9512,2189,2024-06-29,Отделение,Кредитная карта,750000,Одобрено,,750000,1
9513,11764,2024-06-30,Отделение,Кредит наличными,1220000,Отказ,Недостаточный подтверждённый доход,0,0
9514,169,2024-07-08,Партнёр (POS),POS-кредит,280000,Отказ,Недостаточная кредитная история,0,0
9515,9822,2024-07-01,Отделение,Кредит наличными,1560000,Одобрено,,1560000,0
9516,2161,2024-07-24,Онлайн-заявка,Кредит наличными,1670000,Отказ,Низкий скоринговый балл,0,0
9517,6937,2024-07-25,Мобильное приложение,Кредитная карта,650000,Отказ,Недостаточная кредитная история,0,0
9518,6023,2024-07-25,Мобильное приложение,Кредитная карта,120000,Отказ,Низкий скоринговый балл,0,0
9519,10267,2024-07-05,Мобильное приложение,Кредитная карта,700000,Отказ,Высокая долговая нагрузка,0,0
9520,4713,2024-07-03,Колл-центр,Кредитная карта,700000,Отказ,Низкий скоринговый балл,0,0
9521,6934,2024-07-20,Колл-центр,Кредит наличными,1420000,Отказ,Недостаточный подтверждённый доход,0,0
9522,3796,2024-07-07,Колл-центр,POS-кредит,260000,Отказ,Действующая просрочка,0,0
9523,9717,2024-07-19,Онлайн-заявка,Кредитная карта,640000,Одобрено,,640000,0
9524,7776,2024-07-25,Онлайн-заявка,POS-кредит,260000,Отказ,Высокая долговая нагрузка,0,0
9525,10439,2024-07-23,Мобильное приложение,POS-кредит,420000,Одобрено,,420000,1
9526,9124,2024-07-01,Онлайн-заявка,Кредитная карта,560000,Одобрено,,560000,1
9527,3011,2024-07-23,Отделение,Кредит наличными,1590000,Одобрено,,1590000,1
9528,581,2024-07-01,Мобильное приложение,Кредит наличными,310000,Отказ,Высокая долговая нагрузка,0,0
9529,577,2024-07-16,Мобильное приложение,Кредит наличными,1060000,Одобрено,,1060000,1
9530,778,2024-07-26,Партнёр (POS),POS-кредит,170000,Одобрено,,170000,1
9531,6416,2024-07-04,Партнёр (POS),POS-кредит,440000,Отказ,Недостаточный подтверждённый доход,0,0
9532,7535,2024-06-29,Партнёр (POS),Кредит наличными,1250000,Отказ,Несоответствие политике банка,0,0
9533,5256,2024-07-01,Отделение,Кредитная карта,510000,Отказ,Недостаточный подтверждённый доход,0,0
9534,8028,2024-07-03,Онлайн-заявка,Кредитная карта,460000,Одобрено,,380000,1
9535,3394,2024-07-24,Онлайн-заявка,Кредитная карта,140000,Отказ,Недостаточная кредитная история,0,0
9536,7372,2024-07-03,Колл-центр,POS-кредит,100000,Одобрено,,100000,0
9537,7713,2024-07-06,Мобильное приложение,Кредитная карта,790000,Отказ,Недостаточный подтверждённый доход,0,0
9538,2613,2024-07-19,Колл-центр,Кредит наличными,200000,Одобрено,,110000,1
9539,7405,2024-07-01,Колл-центр,POS-кредит,210000,Одобрено,,210000,1
9540,86,2024-06-30,Колл-центр,POS-кредит,450000,Одобрено,,450000,1
9541,11877,2024-07-08,Онлайн-заявка,Кредит наличными,1140000,Отказ,Низкий скоринговый балл,0,0
9542,6074,2024-07-03,Онлайн-заявка,POS-кредит,380000,Одобрено,,380000,0
9543,7660,2024-07-25,Онлайн-заявка,Кредитная карта,630000,Отказ,Несоответствие политике банка,0,0
9544,6692,2024-07-13,Партнёр (POS),Кредитная карта,580000,Отказ,Низкий скоринговый балл,0,0
9545,7214,2024-07-03,Партнёр (POS),Кредит наличными,1120000,Одобрено,,1120000,1
9546,7591,2024-07-26,Партнёр (POS),Кредит наличными,370000,Отказ,Высокая долговая нагрузка,0,0
9547,4922,2024-06-29,Отделение,POS-кредит,450000,Отказ,Низкий скоринговый балл,0,0
9548,7986,2024-07-03,Партнёр (POS),POS-кредит,130000,Отказ,Недостаточная кредитная история,0,0
9549,6112,2024-07-12,Партнёр (POS),Кредит наличными,360000,Отказ,Действующая просрочка,0,0
9550,9075,2024-07-09,Отделение,POS-кредит,310000,Одобрено,,310000,1
9551,871,2024-07-04,Онлайн-заявка,Кредит наличными,730000,Отказ,Низкий скоринговый балл,0,0
9552,1094,2024-07-26,Колл-центр,POS-кредит,320000,Отказ,Высокая долговая нагрузка,0,0
9553,6437,2024-07-03,Онлайн-заявка,POS-кредит,300000,Одобрено,,300000,0
9554,10026,2024-06-30,Отделение,POS-кредит,440000,Отказ,Действующая просрочка,0,0
9555,3047,2024-07-20,Мобильное приложение,Кредитная карта,570000,Одобрено,,570000,1
9556,5272,2024-07-04,Мобильное приложение,Кредит наличными,1690000,Одобрено,,1020000,1
9557,10381,2024-07-04,Партнёр (POS),Кредит наличными,320000,Одобрено,,320000,1
9558,10574,2024-07-05,Онлайн-заявка,POS-кредит,50000,Одобрено,,50000,1
9559,9303,2024-07-01,Партнёр (POS),POS-кредит,170000,Отказ,Высокая долговая нагрузка,0,0
9560,11240,2024-07-10,Мобильное приложение,Кредитная карта,340000,Отказ,Недостаточная кредитная история,0,0
9561,8674,2024-07-14,Отделение,Кредит наличными,940000,Одобрено,,940000,0
9562,7709,2024-07-13,Отделение,POS-кредит,220000,Отказ,Действующая просрочка,0,0
9563,7864,2024-07-05,Мобильное приложение,Кредит наличными,970000,Одобрено,,970000,0
9564,2500,2024-07-14,Отделение,Кредит наличными,1330000,Отказ,Высокая долговая нагрузка,0,0
9565,8554,2024-07-23,Колл-центр,POS-кредит,160000,Отказ,Низкий скоринговый балл,0,0
9566,6447,2024-07-26,Мобильное приложение,Кредит наличными,1030000,Отказ,Низкий скоринговый балл,0,0
9567,8720,2024-07-21,Мобильное приложение,Кредитная карта,480000,Отказ,Недостаточный подтверждённый доход,0,0
9568,3011,2024-06-29,Онлайн-заявка,Кредитная карта,330000,Одобрено,,330000,1
9569,7352,2024-06-29,Онлайн-заявка,Кредитная карта,620000,Отказ,Недостаточный подтверждённый доход,0,0
9570,3194,2024-07-09,Отделение,POS-кредит,500000,Одобрено,,370000,1
9571,2132,2024-07-05,Партнёр (POS),POS-кредит,310000,Одобрено,,310000,1
9572,10327,2024-07-16,Партнёр (POS),POS-кредит,460000,Отказ,Высокая долговая нагрузка,0,0
9573,11070,2024-07-03,Колл-центр,Кредитная карта,350000,Одобрено,,190000,0
9574,10439,2024-07-15,Отделение,Кредит наличными,1280000,Отказ,Недостаточный подтверждённый доход,0,0
9575,2523,2024-07-05,Партнёр (POS),Кредитная карта,190000,Одобрено,,190000,1
9576,9369,2024-07-03,Партнёр (POS),Кредит наличными,210000,Одобрено,,210000,1
9577,5152,2024-07-26,Онлайн-заявка,Кредит наличными,660000,Отказ,Недостаточная кредитная история,0,0
9578,6725,2024-07-01,Отделение,Кредитная карта,530000,Одобрено,,530000,0
9579,5729,2024-07-12,Онлайн-заявка,POS-кредит,290000,Отказ,Несоответствие политике банка,0,0
9580,6008,2024-07-25,Отделение,Кредитная карта,420000,Одобрено,,420000,1
9581,11366,2024-07-07,Партнёр (POS),Кредит наличными,1090000,Отказ,Низкий скоринговый балл,0,0
9582,295,2024-07-01,Мобильное приложение,Кредит наличными,1010000,Отказ,Действующая просрочка,0,0
9583,414,2024-07-25,Онлайн-заявка,Кредит наличными,480000,Одобрено,,320000,1
9584,2613,2024-07-04,Онлайн-заявка,Кредит наличными,360000,Отказ,Низкий скоринговый балл,0,0
9585,2273,2024-07-16,Отделение,POS-кредит,230000,Одобрено,,230000,0
9586,3011,2024-07-14,Онлайн-заявка,Кредит наличными,120000,Одобрено,,120000,1
9587,2613,2024-07-14,Мобильное приложение,POS-кредит,200000,Одобрено,,200000,1
9588,6195,2024-07-07,Онлайн-заявка,POS-кредит,330000,Отказ,Действующая просрочка,0,0
9589,11703,2024-07-12,Отделение,Кредит наличными,1500000,Отказ,Действующая просрочка,0,0
9590,11704,2024-07-25,Мобильное приложение,Кредит наличными,1170000,Одобрено,,1170000,1
9591,9860,2024-07-25,Партнёр (POS),POS-кредит,380000,Отказ,Высокая долговая нагрузка,0,0
9592,7620,2024-07-11,Онлайн-заявка,Кредит наличными,50000,Отказ,Низкий скоринговый балл,0,0
9593,796,2024-07-24,Онлайн-заявка,POS-кредит,110000,Отказ,Недостаточный подтверждённый доход,0,0
9594,9687,2024-06-29,Отделение,POS-кредит,180000,Отказ,Недостаточная кредитная история,0,0
9595,4697,2024-07-21,Отделение,Кредитная карта,160000,Одобрено,,160000,1
9596,819,2024-07-06,Онлайн-заявка,POS-кредит,290000,Отказ,Низкий скоринговый балл,0,0
9597,3335,2024-07-21,Партнёр (POS),Кредитная карта,590000,Одобрено,,520000,0
9598,10749,2024-06-30,Партнёр (POS),POS-кредит,370000,Одобрено,,370000,1
9599,9147,2024-07-12,Партнёр (POS),POS-кредит,350000,Отказ,Низкий скоринговый балл,0,0
9600,2557,2024-07-10,Мобильное приложение,POS-кредит,70000,Отказ,Действующая просрочка,0,0
9601,3008,2024-07-22,Онлайн-заявка,Кредит наличными,610000,Отказ,Недостаточный подтверждённый доход,0,0
9602,10439,2024-07-02,Мобильное приложение,Кредитная карта,650000,Одобрено,,400000,1
9603,2387,2024-07-12,Онлайн-заявка,Кредит наличными,1160000,Отказ,Несоответствие политике банка,0,0
9604,10252,2024-07-17,Отделение,POS-кредит,200000,Одобрено,,200000,1
9605,3011,2024-07-23,Мобильное приложение,Кредит наличными,1250000,Одобрено,,1250000,0
9606,6082,2024-07-05,Отделение,Кредит наличными,1180000,Одобрено,,800000,1
9607,2613,2024-07-13,Мобильное приложение,POS-кредит,280000,Одобрено,,280000,0
9608,4871,2024-07-07,Мобильное приложение,POS-кредит,400000,Одобрено,,310000,1
9609,6343,2024-07-09,Колл-центр,Кредитная карта,130000,Отказ,Низкий скоринговый балл,0,0
9610,3011,2024-06-29,Колл-центр,Кредит наличными,920000,Одобрено,,920000,1
9611,11764,2024-07-21,Мобильное приложение,Кредит наличными,630000,Отказ,Низкий скоринговый балл,0,0
9612,11764,2024-07-22,Онлайн-заявка,POS-кредит,260000,Отказ,Недостаточная кредитная история,0,0
9613,10655,2024-07-16,Колл-центр,Кредит наличными,750000,Одобрено,,750000,1
9614,2784,2024-07-21,Онлайн-заявка,Кредитная карта,790000,Отказ,Высокая долговая нагрузка,0,0
9615,3981,2024-07-13,Отделение,POS-кредит,480000,Отказ,Высокая долговая нагрузка,0,0
9616,6555,2024-07-25,Партнёр (POS),Кредитная карта,680000,Отказ,Низкий скоринговый балл,0,0
9617,4303,2024-07-22,Мобильное приложение,Кредит наличными,1220000,Отказ,Недостаточная кредитная история,0,0
9618,5922,2024-07-26,Онлайн-заявка,Кредит наличными,1610000,Отказ,Несоответствие политике банка,0,0
9619,2613,2024-07-11,Партнёр (POS),Кредит наличными,80000,Одобрено,,80000,1
9620,8998,2024-07-23,Мобильное приложение,Кредитная карта,660000,Отказ,Низкий скоринговый балл,0,0
9621,7145,2024-07-16,Партнёр (POS),Кредитная карта,690000,Отказ,Действующая просрочка,0,0
9622,8557,2024-07-19,Колл-центр,Кредитная карта,640000,Одобрено,,640000,0
9623,8049,2024-07-11,Отделение,POS-кредит,350000,Отказ,Низкий скоринговый балл,0,0
9624,2613,2024-07-23,Отделение,Кредит наличными,1170000,Отказ,Низкий скоринговый балл,0,0
9625,11549,2024-07-12,Партнёр (POS),POS-кредит,50000,Отказ,Низкий скоринговый балл,0,0
9626,6596,2024-07-09,Колл-центр,Кредитная карта,710000,Отказ,Действующая просрочка,0,0
9627,4342,2024-07-05,Партнёр (POS),POS-кредит,390000,Отказ,Недостаточный подтверждённый доход,0,0
9628,5260,2024-07-04,Партнёр (POS),Кредитная карта,440000,Одобрено,,440000,1
9629,7981,2024-07-04,Колл-центр,Кредитная карта,410000,Отказ,Недостаточный подтверждённый доход,0,0
9630,2750,2024-07-17,Мобильное приложение,POS-кредит,50000,Одобрено,,50000,1
9631,9574,2024-07-08,Онлайн-заявка,POS-кредит,100000,Отказ,Низкий скоринговый балл,0,0
9632,1123,2024-07-20,Партнёр (POS),Кредит наличными,1010000,Отказ,Низкий скоринговый балл,0,0
9633,7294,2024-07-24,Партнёр (POS),Кредит наличными,1110000,Одобрено,,660000,1
9634,4692,2024-07-14,Отделение,Кредитная карта,630000,Одобрено,,630000,0
9635,9595,2024-07-19,Отделение,POS-кредит,330000,Одобрено,,330000,1
9636,5654,2024-07-01,Отделение,Кредитная карта,530000,Отказ,Действующая просрочка,0,0
9637,2229,2024-06-29,Отделение,POS-кредит,240000,Одобрено,,240000,1
9638,8724,2024-07-02,Отделение,Кредитная карта,220000,Одобрено,,170000,1
9639,1547,2024-07-04,Колл-центр,Кредитная карта,400000,Отказ,Высокая долговая нагрузка,0,0
9640,8329,2024-07-02,Партнёр (POS),Кредит наличными,1350000,Отказ,Низкий скоринговый балл,0,0
9641,2243,2024-07-03,Мобильное приложение,Кредит наличными,1160000,Одобрено,,760000,1
9642,795,2024-07-23,Мобильное приложение,Кредит наличными,1400000,Отказ,Низкий скоринговый балл,0,0
9643,6380,2024-07-13,Партнёр (POS),POS-кредит,260000,Одобрено,,210000,1
9644,8969,2024-07-19,Партнёр (POS),POS-кредит,560000,Одобрено,,560000,1
9645,6777,2024-07-14,Мобильное приложение,Кредитная карта,430000,Отказ,Высокая долговая нагрузка,0,0
9646,6211,2024-07-03,Партнёр (POS),Кредит наличными,1960000,Отказ,Действующая просрочка,0,0
9647,10714,2024-07-13,Онлайн-заявка,Кредитная карта,300000,Одобрено,,300000,0
9648,8413,2024-07-10,Отделение,Кредит наличными,1230000,Одобрено,,680000,1
9649,10017,2024-06-30,Партнёр (POS),POS-кредит,170000,Одобрено,,170000,0
9650,7864,2024-07-26,Онлайн-заявка,Кредит наличными,1260000,Отказ,Высокая долговая нагрузка,0,0
9651,8491,2024-07-15,Мобильное приложение,Кредитная карта,710000,Одобрено,,570000,1
9652,6437,2024-07-12,Онлайн-заявка,POS-кредит,330000,Отказ,Недостаточная кредитная история,0,0
9653,11987,2024-07-12,Отделение,Кредитная карта,580000,Отказ,Действующая просрочка,0,0
9654,2399,2024-07-14,Мобильное приложение,POS-кредит,120000,Одобрено,,120000,1
9655,8350,2024-07-07,Мобильное приложение,Кредит наличными,820000,Отказ,Высокая долговая нагрузка,0,0
9656,4823,2024-07-13,Колл-центр,Кредитная карта,430000,Отказ,Недостаточный подтверждённый доход,0,0
9657,11659,2024-07-11,Мобильное приложение,POS-кредит,530000,Отказ,Недостаточный подтверждённый доход,0,0
9658,11848,2024-07-19,Мобильное приложение,Кредитная карта,300000,Отказ,Низкий скоринговый балл,0,0
9659,295,2024-07-17,Онлайн-заявка,Кредит наличными,1040000,Отказ,Низкий скоринговый балл,0,0
9660,7109,2024-07-11,Отделение,Кредитная карта,340000,Одобрено,,290000,1
9661,177,2024-07-16,Колл-центр,Кредитная карта,470000,Отказ,Низкий скоринговый балл,0,0
9662,3097,2024-07-24,Мобильное приложение,POS-кредит,220000,Одобрено,,220000,1
9663,3780,2024-07-25,Онлайн-заявка,Кредитная карта,370000,Одобрено,,370000,0
9664,1631,2024-07-04,Партнёр (POS),POS-кредит,60000,Одобрено,,60000,1
9665,10036,2024-07-12,Отделение,POS-кредит,310000,Отказ,Низкий скоринговый балл,0,0
9666,295,2024-07-03,Мобильное приложение,Кредит наличными,970000,Отказ,Низкий скоринговый балл,0,0
9667,3759,2024-07-01,Отделение,POS-кредит,420000,Одобрено,,320000,1
9668,1600,2024-06-29,Онлайн-заявка,POS-кредит,270000,Отказ,Несоответствие политике банка,0,0
9669,6337,2024-07-11,Партнёр (POS),Кредитная карта,720000,Отказ,Низкий скоринговый балл,0,0
9670,6508,2024-07-07,Отделение,POS-кредит,390000,Отказ,Низкий скоринговый балл,0,0
9671,435,2024-07-05,Онлайн-заявка,Кредит наличными,500000,Отказ,Низкий скоринговый балл,0,0
9672,740,2024-07-10,Мобильное приложение,POS-кредит,130000,Одобрено,,90000,0
9673,9250,2024-07-21,Мобильное приложение,POS-кредит,180000,Одобрено,,180000,0
9674,2889,2024-07-01,Партнёр (POS),Кредит наличными,550000,Отказ,Низкий скоринговый балл,0,0
9675,4497,2024-07-20,Партнёр (POS),Кредит наличными,270000,Одобрено,,270000,1
9676,10591,2024-07-02,Онлайн-заявка,Кредит наличными,920000,Отказ,Низкий скоринговый балл,0,0
9677,11373,2024-07-18,Партнёр (POS),Кредит наличными,1860000,Отказ,Высокая долговая нагрузка,0,0
9678,10085,2024-07-02,Онлайн-заявка,POS-кредит,210000,Одобрено,,110000,1
9679,11522,2024-07-21,Колл-центр,POS-кредит,230000,Отказ,Недостаточный подтверждённый доход,0,0
9680,1915,2024-07-14,Мобильное приложение,Кредит наличными,330000,Одобрено,,330000,1
9681,11764,2024-07-19,Партнёр (POS),Кредит наличными,1000000,Отказ,Недостаточный подтверждённый доход,0,0
9682,2727,2024-07-21,Мобильное приложение,Кредитная карта,580000,Отказ,Высокая долговая нагрузка,0,0
9683,3579,2024-07-26,Мобильное приложение,Кредитная карта,620000,Отказ,Несоответствие политике банка,0,0
9684,3011,2024-07-22,Колл-центр,Кредитная карта,310000,Отказ,Высокая долговая нагрузка,0,0
9685,2523,2024-07-04,Мобильное приложение,Кредитная карта,560000,Отказ,Действующая просрочка,0,0
9686,10901,2024-07-08,Партнёр (POS),Кредитная карта,710000,Отказ,Низкий скоринговый балл,0,0
9687,3993,2024-07-10,Онлайн-заявка,Кредитная карта,560000,Одобрено,,560000,0
9688,1089,2024-07-22,Онлайн-заявка,Кредитная карта,400000,Одобрено,,290000,1
9689,241,2024-07-04,Партнёр (POS),POS-кредит,400000,Отказ,Высокая долговая нагрузка,0,0
9690,745,2024-07-09,Мобильное приложение,POS-кредит,330000,Отказ,Высокая долговая нагрузка,0,0
9691,3011,2024-07-03,Онлайн-заявка,POS-кредит,230000,Одобрено,,150000,1
9692,9054,2024-07-22,Партнёр (POS),Кредитная карта,730000,Одобрено,,730000,1
9693,521,2024-07-14,Онлайн-заявка,POS-кредит,350000,Одобрено,,350000,1
9694,3777,2024-07-04,Отделение,POS-кредит,70000,Одобрено,,70000,1
9695,6235,2024-07-17,Партнёр (POS),Кредитная карта,470000,Одобрено,,470000,1
9696,4681,2024-06-30,Партнёр (POS),Кредит наличными,1600000,Отказ,Высокая долговая нагрузка,0,0
9697,7238,2024-07-12,Колл-центр,POS-кредит,380000,Отказ,Низкий скоринговый балл,0,0
9698,3614,2024-07-07,Колл-центр,Кредитная карта,350000,Одобрено,,350000,0
9699,295,2024-07-06,Партнёр (POS),Кредит наличными,1270000,Одобрено,,840000,1
9700,11360,2024-07-23,Онлайн-заявка,Кредит наличными,1350000,Отказ,Недостаточная кредитная история,0,0
9701,7229,2024-07-02,Онлайн-заявка,POS-кредит,380000,Одобрено,,380000,1
9702,1356,2024-07-10,Отделение,Кредит наличными,870000,Отказ,Низкий скоринговый балл,0,0
9703,2613,2024-07-19,Партнёр (POS),Кредит наличными,430000,Одобрено,,430000,0
9704,9001,2024-07-07,Онлайн-заявка,Кредит наличными,50000,Отказ,Низкий скоринговый балл,0,0
9705,7089,2024-07-17,Колл-центр,Кредитная карта,660000,Одобрено,,390000,1
9706,2260,2024-07-25,Мобильное приложение,Кредитная карта,400000,Отказ,Высокая долговая нагрузка,0,0
9707,1731,2024-07-22,Онлайн-заявка,Кредитная карта,660000,Отказ,Недостаточный подтверждённый доход,0,0
9708,241,2024-07-23,Партнёр (POS),POS-кредит,240000,Одобрено,,240000,1
9709,7092,2024-07-07,Мобильное приложение,POS-кредит,260000,Одобрено,,260000,0
9710,6840,2024-06-30,Мобильное приложение,POS-кредит,90000,Одобрено,,70000,0
9711,10398,2024-07-15,Онлайн-заявка,POS-кредит,400000,Одобрено,,400000,1
9712,10439,2024-07-12,Партнёр (POS),POS-кредит,280000,Одобрено,,200000,1
9713,3287,2024-07-04,Партнёр (POS),Кредит наличными,1330000,Одобрено,,1330000,1
9714,7992,2024-07-04,Онлайн-заявка,POS-кредит,230000,Одобрено,,230000,1
9715,2888,2024-07-20,Отделение,Кредит наличными,1720000,Одобрено,,1720000,0
9716,8139,2024-07-13,Мобильное приложение,Кредитная карта,290000,Одобрено,,290000,0
9717,295,2024-07-13,Онлайн-заявка,Кредит наличными,1200000,Одобрено,,1200000,1
9718,7986,2024-07-26,Онлайн-заявка,Кредит наличными,820000,Отказ,Недостаточная кредитная история,0,0
9719,4413,2024-07-02,Колл-центр,Кредитная карта,640000,Отказ,Низкий скоринговый балл,0,0
9720,6682,2024-07-15,Отделение,Кредит наличными,910000,Одобрено,,470000,1
9721,10622,2024-07-23,Онлайн-заявка,POS-кредит,340000,Одобрено,,340000,1
9722,6828,2024-06-29,Мобильное приложение,Кредит наличными,1040000,Одобрено,,570000,0
9723,4152,2024-07-17,Онлайн-заявка,Кредитная карта,260000,Отказ,Недостаточная кредитная история,0,0
9724,5079,2024-07-15,Мобильное приложение,Кредитная карта,660000,Отказ,Недостаточная кредитная история,0,0
9725,2613,2024-07-22,Мобильное приложение,Кредит наличными,430000,Одобрено,,430000,1
