client_id,age_group,region,income_band,client_since
1522,35-44,Атырау,400-700к,2022-05-10
1523,45-54,Шымкент,200-400к,2020-09-29
1524,35-44,Алматы,200-400к,2020-08-15
1525,35-44,Алматы,до 200к,2023-11-25
1526,25-34,Алматы,до 200к,2020-12-24
1527,25-34,Актобе,700к+,2021-11-01
1528,25-34,Алматы,200-400к,2023-08-17
1529,25-34,Шымкент,до 200к,2022-10-06
1530,25-34,Шымкент,до 200к,2022-10-24
1531,25-34,Актобе,до 200к,2022-06-02
1532,18-24,Алматы,до 200к,2023-05-04
1533,35-44,Алматы,до 200к,2023-07-29
1534,35-44,Павлодар,400-700к,2020-09-15
1535,18-24,Шымкент,до 200к,2025-04-10
1536,25-34,Астана,200-400к,2024-06-16
1537,45-54,Актобе,200-400к,2022-04-28
1538,35-44,Павлодар,200-400к,2022-01-15
1539,45-54,Алматы,200-400к,2023-12-22
1540,25-34,Павлодар,400-700к,2023-05-11
1541,45-54,Алматы,до 200к,2024-05-24
1542,25-34,Костанай,400-700к,2022-07-20
1543,25-34,Алматы,до 200к,2022-06-01
1544,25-34,Алматы,до 200к,2022-07-25
1545,25-34,Алматы,до 200к,2021-08-14
1546,25-34,Атырау,400-700к,2024-04-06
1547,25-34,Костанай,200-400к,2024-05-11
1548,35-44,Астана,400-700к,2020-08-08
1549,25-34,Астана,до 200к,2020-07-05
1550,25-34,Алматы,200-400к,2020-05-29
1551,18-24,Алматы,до 200к,2021-10-20
1552,25-34,Актобе,до 200к,2020-07-21
1553,25-34,Алматы,200-400к,2023-02-13
1554,25-34,Костанай,до 200к,2025-06-13
1555,25-34,Павлодар,200-400к,2023-11-10
1556,35-44,Алматы,200-400к,2025-01-28
1557,55+,Шымкент,400-700к,2020-10-24
1558,25-34,Костанай,400-700к,2023-11-02
1559,35-44,Атырау,до 200к,2023-12-28
1560,45-54,Актобе,до 200к,2022-06-14
1561,55+,Алматы,200-400к,2024-01-31
1562,35-44,Алматы,до 200к,2020-06-19
1563,45-54,Атырау,200-400к,2023-05-16
1564,45-54,Астана,200-400к,2024-06-29
1565,45-54,Караганда,200-400к,2022-02-25
1566,25-34,Актобе,200-400к,2021-01-13
1567,18-24,Астана,до 200к,2020-01-21
1568,18-24,Алматы,до 200к,2021-06-29
1569,25-34,Астана,до 200к,2024-06-30
1570,25-34,Павлодар,до 200к,2024-08-08
1571,25-34,Астана,400-700к,2023-05-18
1572,35-44,Алматы,до 200к,2021-05-29
1573,35-44,Костанай,до 200к,2021-06-03
1574,45-54,Караганда,400-700к,2024-08-16
1575,18-24,Шымкент,200-400к,2023-03-13
1576,25-34,Атырау,до 200к,2024-04-20
1577,45-54,Астана,400-700к,2022-01-10
1578,45-54,Костанай,200-400к,2024-08-01
1579,55+,Атырау,700к+,2022-07-30
1580,45-54,Астана,400-700к,2023-09-10
1581,45-54,Астана,400-700к,2024-08-29
1582,25-34,Алматы,до 200к,2021-12-05
1583,25-34,Караганда,200-400к,2024-04-24
1584,25-34,Караганда,до 200к,2023-07-30
1585,35-44,Шымкент,200-400к,2022-09-21
1586,55+,Костанай,700к+,2024-07-16
1587,25-34,Астана,до 200к,2022-05-29
1588,35-44,Актобе,400-700к,2024-02-07
1589,25-34,Караганда,200-400к,2020-06-01
1590,25-34,Шымкент,до 200к,2024-09-20
1591,25-34,Алматы,400-700к,2025-04-13
1592,18-24,Караганда,200-400к,2025-05-21
1593,55+,Караганда,200-400к,2024-08-15
1594,25-34,Алматы,200-400к,2023-10-12
1595,45-54,Атырау,до 200к,2024-01-22
1596,35-44,Астана,до 200к,2025-01-30
1597,25-34,Астана,200-400к,2023-12-31
1598,25-34,Атырау,400-700к,2021-06-27
1599,45-54,Астана,400-700к,2020-11-15
1600,25-34,Караганда,400-700к,2025-04-30
1601,45-54,Шымкент,400-700к,2020-10-05
1602,25-34,Алматы,до 200к,2024-12-25
1603,35-44,Астана,400-700к,2025-02-14
1604,45-54,Алматы,400-700к,2020-03-23
1605,25-34,Алматы,200-400к,2024-06-02
1606,25-34,Караганда,200-400к,2023-03-26
1607,55+,Алматы,400-700к,2022-02-18
1608,25-34,Костанай,700к+,2022-10-02
1609,25-34,Астана,700к+,2022-05-06
1610,25-34,Астана,200-400к,2024-06-19
1611,25-34,Павлодар,400-700к,2022-04-03
1612,35-44,Астана,200-400к,2020-09-09
1613,35-44,Шымкент,400-700к,2022-03-04
1614,25-34,Караганда,200-400к,2022-11-21
1615,45-54,Павлодар,700к+,2022-06-19
1616,25-34,Алматы,700к+,2022-09-29
1617,18-24,Алматы,200-400к,2025-05-28
1618,35-44,Костанай,700к+,2022-03-02
1619,55+,Алматы,400-700к,2024-06-23
1620,18-24,Караганда,до 200к,2025-06-07
1621,25-34,Шымкент,до 200к,2024-07-19
1622,35-44,Шымкент,400-700к,2022-12-15
1623,45-54,Актобе,до 200к,2025-06-01
1624,18-24,Костанай,до 200к,2022-04-06
1625,25-34,Алматы,200-400к,2021-07-12
1626,35-44,Шымкент,до 200к,2024-09-08
1627,25-34,Актобе,200-400к,2025-01-11
1628,25-34,Астана,400-700к,2020-10-05
1629,25-34,Павлодар,до 200к,2021-09-30
1630,25-34,Астана,200-400к,2021-07-29
1631,25-34,Алматы,до 200к,2024-06-27
1632,45-54,Атырау,400-700к,2021-07-11
1633,35-44,Костанай,200-400к,2023-08-19
1634,35-44,Алматы,400-700к,2025-02-10
1635,55+,Актобе,400-700к,2024-12-24
1636,25-34,Алматы,400-700к,2024-10-26
1637,25-34,Алматы,200-400к,2022-11-24
1638,45-54,Алматы,200-400к,2023-04-28
1639,25-34,Атырау,до 200к,2023-12-21
1640,35-44,Алматы,200-400к,2021-10-01
1641,35-44,Алматы,200-400к,2022-09-29
1642,18-24,Актобе,200-400к,2022-07-25
1643,25-34,Астана,до 200к,2024-05-20
1644,25-34,Алматы,200-400к,2023-02-16
1645,25-34,Алматы,200-400к,2022-06-09
1646,25-34,Атырау,200-400к,2022-12-16
1647,25-34,Караганда,200-400к,2020-12-10
1648,45-54,Актобе,200-400к,2021-05-26
1649,45-54,Алматы,200-400к,2024-05-20
1650,45-54,Астана,200-400к,2020-09-17
1651,25-34,Атырау,400-700к,2023-09-27
1652,25-34,Алматы,400-700к,2024-12-20
1653,25-34,Алматы,до 200к,2023-09-29
1654,18-24,Астана,до 200к,2023-07-05
1655,55+,Астана,200-400к,2023-12-05
1656,25-34,Алматы,400-700к,2020-10-17
1657,25-34,Костанай,до 200к,2020-09-30
1658,45-54,Астана,200-400к,2025-06-02
1659,25-34,Шымкент,200-400к,2022-05-03
1660,18-24,Алматы,400-700к,2022-04-02
1661,25-34,Шымкент,до 200к,2020-11-12
1662,35-44,Шымкент,400-700к,2024-01-05
1663,45-54,Павлодар,200-400к,2020-03-09
1664,25-34,Астана,400-700к,2020-12-19
1665,45-54,Актобе,700к+,2021-03-25
1666,45-54,Астана,200-400к,2025-02-08
1667,45-54,Шымкент,400-700к,2025-03-15
1668,25-34,Павлодар,400-700к,2020-06-07
1669,18-24,Караганда,400-700к,2020-10-05
1670,45-54,Актобе,200-400к,2025-03-26
1671,25-34,Павлодар,до 200к,2023-06-22
1672,35-44,Павлодар,700к+,2023-12-25
1673,35-44,Алматы,до 200к,2023-02-09
1674,18-24,Алматы,700к+,2021-03-30
1675,45-54,Шымкент,до 200к,2023-12-31
1676,55+,Костанай,200-400к,2020-12-27
1677,35-44,Астана,700к+,2020-02-28
1678,25-34,Астана,200-400к,2024-08-01
1679,45-54,Шымкент,200-400к,2022-01-29
1680,35-44,Алматы,200-400к,2020-03-20
1681,35-44,Алматы,до 200к,2022-05-18
1682,45-54,Алматы,до 200к,2020-08-16
1683,35-44,Алматы,200-400к,2022-07-30
1684,25-34,Актобе,200-400к,2023-09-07
1685,18-24,Астана,до 200к,2021-11-07
1686,25-34,Алматы,200-400к,2020-06-03
1687,35-44,Шымкент,700к+,2024-11-15
1688,35-44,Астана,400-700к,2022-12-18
1689,35-44,Астана,200-400к,2020-02-16
1690,25-34,Астана,700к+,2023-02-22
1691,45-54,Алматы,200-400к,2025-01-21
1692,45-54,Караганда,200-400к,2020-02-05
1693,25-34,Алматы,200-400к,2024-04-22
1694,35-44,Алматы,400-700к,2022-01-24
1695,35-44,Алматы,до 200к,2023-11-16
1696,35-44,Астана,до 200к,2020-02-27
1697,25-34,Алматы,700к+,2024-12-18
1698,45-54,Астана,400-700к,2025-04-17
1699,55+,Алматы,400-700к,2023-01-04
1700,35-44,Алматы,400-700к,2021-03-06
1701,45-54,Павлодар,400-700к,2020-10-29
1702,55+,Астана,до 200к,2023-10-11
1703,25-34,Алматы,400-700к,2024-05-05
1704,35-44,Шымкент,до 200к,2023-09-09
1705,25-34,Алматы,до 200к,2022-09-13
1706,55+,Актобе,700к+,2024-03-24
1707,18-24,Алматы,до 200к,2024-01-14
1708,25-34,Астана,до 200к,2021-11-01
1709,45-54,Костанай,200-400к,2024-04-02
1710,25-34,Алматы,400-700к,2021-01-03
1711,45-54,Алматы,700к+,2024-06-28
1712,25-34,Шымкент,до 200к,2022-11-27
1713,55+,Костанай,200-400к,2024-02-03
1714,45-54,Астана,400-700к,2023-10-20
1715,25-34,Караганда,200-400к,2020-07-10
1716,35-44,Алматы,до 200к,2024-02-19
1717,25-34,Караганда,200-400к,2024-04-16
1718,35-44,Алматы,200-400к,2020-04-07
1719,35-44,Шымкент,до 200к,2021-03-27
1720,45-54,Алматы,400-700к,2024-02-14
1721,18-24,Шымкент,до 200к,2021-12-22
1722,25-34,Алматы,400-700к,2020-08-12
1723,35-44,Караганда,400-700к,2024-09-05
1724,35-44,Актобе,200-400к,2022-11-15
1725,25-34,Атырау,400-700к,2022-02-27
1726,18-24,Костанай,до 200к,2023-01-15
1727,25-34,Астана,до 200к,2022-03-10
1728,45-54,Караганда,200-400к,2020-09-11
1729,18-24,Алматы,400-700к,2023-01-28
1730,25-34,Павлодар,400-700к,2025-04-11
1731,55+,Шымкент,200-400к,2025-03-18
1732,18-24,Астана,400-700к,2023-06-30
1733,35-44,Астана,до 200к,2020-11-21
1734,25-34,Актобе,до 200к,2021-03-23
1735,45-54,Атырау,до 200к,2021-09-22
1736,35-44,Атырау,700к+,2020-04-11
1737,45-54,Шымкент,200-400к,2020-10-07
1738,25-34,Астана,200-400к,2024-03-30
1739,35-44,Костанай,400-700к,2022-05-08
1740,35-44,Караганда,до 200к,2024-08-09
1741,25-34,Шымкент,до 200к,2020-05-03
1742,25-34,Шымкент,до 200к,2020-06-30
1743,18-24,Караганда,до 200к,2023-10-11
1744,55+,Актобе,200-400к,2021-05-29
1745,35-44,Шымкент,до 200к,2021-03-27
1746,35-44,Павлодар,400-700к,2023-07-08
1747,35-44,Атырау,400-700к,2024-12-31
1748,35-44,Астана,700к+,2022-04-17
1749,25-34,Алматы,до 200к,2024-03-05
1750,25-34,Шымкент,200-400к,2021-11-16
1751,35-44,Караганда,до 200к,2024-08-05
1752,25-34,Шымкент,до 200к,2022-04-28
1753,45-54,Павлодар,200-400к,2020-10-30
1754,45-54,Алматы,200-400к,2022-10-07
1755,25-34,Астана,400-700к,2021-08-07
1756,35-44,Атырау,400-700к,2021-01-04
1757,25-34,Павлодар,до 200к,2021-01-02
1758,55+,Астана,700к+,2022-02-15
1759,45-54,Алматы,до 200к,2020-01-20
1760,45-54,Астана,700к+,2020-05-19
1761,25-34,Астана,200-400к,2023-03-25
1762,25-34,Шымкент,до 200к,2020-01-13
1763,25-34,Алматы,200-400к,2024-03-24
1764,18-24,Астана,до 200к,2025-05-04
1765,18-24,Караганда,400-700к,2021-01-02
1766,18-24,Караганда,до 200к,2020-04-19
1767,55+,Караганда,400-700к,2021-02-24
1768,18-24,Астана,200-400к,2020-03-27
1769,18-24,Астана,700к+,2021-06-22
1770,45-54,Астана,до 200к,2024-11-14
1771,35-44,Костанай,400-700к,2024-06-27
1772,35-44,Астана,400-700к,2025-05-06
1773,35-44,Шымкент,до 200к,2024-06-11
1774,45-54,Шымкент,до 200к,2024-08-16
1775,35-44,Павлодар,200-400к,2023-03-30
1776,35-44,Астана,200-400к,2020-10-06
1777,35-44,Астана,400-700к,2024-03-17
1778,25-34,Атырау,до 200к,2023-07-03
1779,25-34,Алматы,400-700к,2025-04-08
1780,25-34,Шымкент,700к+,2023-10-25
1781,25-34,Астана,400-700к,2022-12-27
1782,45-54,Костанай,до 200к,2024-03-23
1783,25-34,Актобе,до 200к,2023-08-05
1784,25-34,Алматы,700к+,2020-08-13
1785,25-34,Атырау,400-700к,2023-05-07
1786,45-54,Караганда,200-400к,2022-02-20
1787,25-34,Шымкент,700к+,2020-11-21
1788,35-44,Алматы,до 200к,2021-07-06
1789,45-54,Алматы,400-700к,2024-07-27
1790,18-24,Караганда,200-400к,2023-08-02
1791,35-44,Астана,400-700к,2020-04-26
1792,25-34,Атырау,400-700к,2021-11-18
1793,25-34,Алматы,200-400к,2023-10-03
1794,35-44,Караганда,до 200к,2022-10-14
1795,45-54,Алматы,700к+,2024-04-01
1796,25-34,Караганда,400-700к,2023-06-06
1797,35-44,Алматы,200-400к,2020-03-15
1798,25-34,Астана,700к+,2024-09-27
1799,35-44,Алматы,200-400к,2023-02-14
1800,35-44,Шымкент,200-400к,2025-01-15
1801,35-44,Астана,700к+,2021-03-16
1802,35-44,Актобе,200-400к,2023-10-18
1803,18-24,Алматы,400-700к,2020-02-28
1804,35-44,Шымкент,400-700к,2020-11-08
1805,35-44,Шымкент,200-400к,2024-10-31
1806,35-44,Алматы,до 200к,2024-11-12
1807,18-24,Алматы,400-700к,2025-03-23
1808,25-34,Астана,200-400к,2021-02-13
1809,25-34,Шымкент,200-400к,2024-11-19
1810,18-24,Костанай,200-400к,2020-04-16
1811,25-34,Алматы,до 200к,2022-03-12
1812,25-34,Караганда,до 200к,2022-05-24
1813,35-44,Караганда,200-400к,2024-05-03
1814,25-34,Караганда,400-700к,2023-10-01
1815,45-54,Шымкент,200-400к,2021-12-19
1816,35-44,Костанай,до 200к,2020-10-25
1817,35-44,Шымкент,200-400к,2021-12-31
1818,25-34,Атырау,400-700к,2021-08-21
1819,25-34,Алматы,до 200к,2023-09-02
1820,35-44,Атырау,200-400к,2020-06-09
1821,45-54,Костанай,400-700к,2022-04-02
1822,25-34,Павлодар,200-400к,2023-05-21
1823,35-44,Астана,200-400к,2023-07-16
1824,35-44,Атырау,400-700к,2023-11-17
1825,35-44,Алматы,до 200к,2021-07-26
1826,18-24,Караганда,до 200к,2022-11-05
1827,35-44,Астана,до 200к,2020-07-15
1828,25-34,Караганда,400-700к,2022-06-07
1829,45-54,Астана,700к+,2025-05-18
1830,25-34,Алматы,400-700к,2024-08-22
1831,25-34,Алматы,700к+,2023-05-30
1832,55+,Алматы,400-700к,2022-04-18
1833,25-34,Астана,до 200к,2024-12-06
1834,25-34,Атырау,до 200к,2022-06-02
1835,25-34,Актобе,200-400к,2024-03-06
1836,18-24,Актобе,200-400к,2023-02-28
1837,18-24,Атырау,200-400к,2020-02-12
1838,25-34,Астана,200-400к,2023-11-08
1839,35-44,Шымкент,200-400к,2024-11-21
1840,35-44,Шымкент,200-400к,2024-04-03
1841,18-24,Алматы,200-400к,2023-05-14
1842,35-44,Шымкент,400-700к,2020-03-22
1843,25-34,Актобе,400-700к,2020-02-16
1844,55+,Шымкент,200-400к,2024-08-29
1845,25-34,Актобе,400-700к,2022-08-07
1846,35-44,Алматы,200-400к,2022-06-21
1847,25-34,Актобе,200-400к,2023-07-05
1848,35-44,Алматы,400-700к,2024-12-16
1849,25-34,Павлодар,700к+,2022-05-23
1850,35-44,Алматы,700к+,2022-12-08
1851,25-34,Астана,до 200к,2023-01-22
1852,45-54,Астана,до 200к,2022-08-09
1853,35-44,Алматы,400-700к,2023-08-06
1854,35-44,Астана,400-700к,2021-01-25
1855,45-54,Алматы,200-400к,2022-01-16
1856,55+,Шымкент,до 200к,2022-07-28
1857,25-34,Павлодар,200-400к,2022-11-04
1858,25-34,Астана,до 200к,2022-09-12
1859,25-34,Шымкент,до 200к,2022-04-16
1860,25-34,Атырау,200-400к,2024-11-23
1861,35-44,Астана,до 200к,2024-05-20
1862,55+,Атырау,400-700к,2024-11-09
1863,55+,Астана,200-400к,2023-04-04
1864,35-44,Астана,200-400к,2022-08-30
1865,35-44,Алматы,200-400к,2022-05-11
1866,45-54,Алматы,700к+,2024-10-01
1867,55+,Шымкент,200-400к,2023-08-24
1868,25-34,Атырау,400-700к,2024-09-04
1869,35-44,Алматы,200-400к,2024-08-26
1870,45-54,Павлодар,200-400к,2025-03-11
1871,25-34,Астана,700к+,2022-12-26
1872,25-34,Астана,до 200к,2021-12-24
1873,55+,Павлодар,до 200к,2024-12-22
1874,55+,Павлодар,700к+,2021-02-28
1875,45-54,Шымкент,200-400к,2021-10-07
1876,45-54,Алматы,до 200к,2025-03-02
1877,25-34,Алматы,700к+,2023-11-28
1878,25-34,Алматы,до 200к,2023-03-15
1879,35-44,Актобе,200-400к,2022-11-26
1880,35-44,Астана,400-700к,2022-07-22
1881,35-44,Караганда,400-700к,2024-11-27
1882,35-44,Алматы,200-400к,2022-04-02
1883,25-34,Астана,до 200к,2022-08-16
1884,35-44,Астана,400-700к,2020-06-18
1885,25-34,Шымкент,400-700к,2020-08-17
1886,25-34,Шымкент,до 200к,2021-02-12
1887,18-24,Костанай,200-400к,2021-08-22
1888,25-34,Павлодар,200-400к,2021-08-06
1889,45-54,Караганда,до 200к,2023-08-26
1890,25-34,Алматы,400-700к,2023-01-07
1891,25-34,Павлодар,700к+,2020-01-09
1892,35-44,Павлодар,200-400к,2022-10-30
1893,35-44,Павлодар,700к+,2020-06-13
1894,18-24,Астана,400-700к,2022-12-21
1895,25-34,Алматы,400-700к,2020-04-10
1896,25-34,Актобе,700к+,2020-06-01
1897,35-44,Астана,200-400к,2024-07-10
1898,25-34,Астана,700к+,2020-01-20
1899,18-24,Астана,до 200к,2025-04-28
1900,18-24,Шымкент,200-400к,2022-07-15
1901,35-44,Астана,200-400к,2024-07-10
1902,18-24,Караганда,до 200к,2021-01-21
1903,45-54,Караганда,400-700к,2022-07-22
1904,25-34,Шымкент,200-400к,2024-11-18
1905,35-44,Алматы,200-400к,2020-06-03
1906,25-34,Павлодар,200-400к,2022-05-11
1907,25-34,Астана,до 200к,2020-09-02
1908,18-24,Астана,до 200к,2021-12-04
1909,45-54,Астана,до 200к,2025-04-25
1910,45-54,Астана,700к+,2022-12-24
1911,18-24,Караганда,400-700к,2021-10-29
1912,25-34,Алматы,200-400к,2023-06-11
1913,45-54,Павлодар,200-400к,2021-07-17
1914,35-44,Алматы,200-400к,2020-06-12
1915,25-34,Костанай,до 200к,2023-02-04
1916,25-34,Караганда,до 200к,2024-01-22
1917,35-44,Алматы,200-400к,2020-12-23
1918,35-44,Шымкент,до 200к,2020-10-02
1919,35-44,Астана,400-700к,2023-04-10
1920,55+,Костанай,до 200к,2022-02-12
1921,25-34,Актобе,200-400к,2025-02-14
1922,25-34,Шымкент,200-400к,2021-12-14
1923,25-34,Астана,400-700к,2022-02-23
1924,25-34,Костанай,700к+,2023-02-12
1925,25-34,Караганда,200-400к,2025-05-09
1926,18-24,Шымкент,до 200к,2023-10-10
1927,25-34,Астана,200-400к,2023-08-25
1928,35-44,Астана,до 200к,2024-05-20
1929,18-24,Караганда,до 200к,2024-06-19
1930,25-34,Шымкент,200-400к,2022-11-20
1931,35-44,Атырау,до 200к,2021-07-27
1932,35-44,Шымкент,до 200к,2020-11-06
1933,35-44,Шымкент,200-400к,2023-02-08
1934,45-54,Астана,200-400к,2023-10-23
1935,35-44,Актобе,700к+,2022-01-02
1936,18-24,Астана,до 200к,2022-08-15
1937,25-34,Атырау,200-400к,2022-06-09
1938,35-44,Астана,400-700к,2023-03-23
1939,25-34,Караганда,400-700к,2024-06-25
1940,18-24,Павлодар,200-400к,2022-06-06
1941,25-34,Актобе,200-400к,2022-11-04
1942,25-34,Астана,200-400к,2022-04-12
1943,25-34,Караганда,200-400к,2021-08-26
1944,25-34,Алматы,до 200к,2023-11-03
1945,45-54,Алматы,400-700к,2023-05-18
1946,45-54,Атырау,до 200к,2022-11-14
1947,25-34,Атырау,200-400к,2021-08-12
1948,45-54,Алматы,200-400к,2024-10-01
1949,18-24,Костанай,до 200к,2024-05-28
1950,45-54,Астана,до 200к,2024-01-26
1951,55+,Павлодар,200-400к,2024-06-19
1952,18-24,Актобе,400-700к,2022-08-10
1953,35-44,Павлодар,400-700к,2023-06-09
1954,55+,Атырау,200-400к,2021-03-04
1955,45-54,Костанай,200-400к,2024-04-14
1956,55+,Караганда,700к+,2020-02-05
1957,35-44,Алматы,200-400к,2022-10-14
1958,18-24,Астана,400-700к,2021-02-14
1959,45-54,Актобе,до 200к,2023-04-06
1960,35-44,Алматы,до 200к,2021-07-16
1961,35-44,Павлодар,до 200к,2025-04-12
1962,25-34,Алматы,400-700к,2020-08-24
1963,35-44,Павлодар,700к+,2024-07-02
1964,25-34,Астана,до 200к,2023-08-31
1965,35-44,Атырау,400-700к,2025-06-14
1966,18-24,Костанай,400-700к,2021-10-14
1967,35-44,Астана,400-700к,2023-11-11
1968,45-54,Караганда,200-400к,2020-03-01
1969,25-34,Алматы,до 200к,2023-09-15
1970,35-44,Атырау,700к+,2022-05-23
1971,25-34,Атырау,до 200к,2023-12-23
1972,55+,Астана,до 200к,2024-04-17
1973,35-44,Алматы,до 200к,2022-08-31
1974,25-34,Астана,200-400к,2021-11-10
1975,25-34,Алматы,до 200к,2023-11-27
1976,25-34,Атырау,200-400к,2024-12-09
1977,25-34,Алматы,700к+,2021-12-19
1978,55+,Костанай,200-400к,2024-09-01
1979,35-44,Костанай,700к+,2022-06-06
1980,25-34,Павлодар,700к+,2024-11-13
1981,45-54,Шымкент,400-700к,2023-07-21
1982,25-34,Алматы,200-400к,2023-08-28
1983,45-54,Атырау,400-700к,2023-10-08
1984,25-34,Караганда,200-400к,2024-06-01
1985,35-44,Костанай,до 200к,2024-09-18
1986,45-54,Астана,700к+,2022-02-16
1987,25-34,Алматы,200-400к,2024-01-31
1988,35-44,Костанай,700к+,2023-10-18
1989,55+,Атырау,200-400к,2023-03-29
1990,25-34,Алматы,200-400к,2021-03-23
1991,18-24,Актобе,400-700к,2022-07-19
1992,35-44,Алматы,200-400к,2021-02-13
1993,25-34,Шымкент,200-400к,2020-09-30
1994,18-24,Астана,400-700к,2025-03-02
1995,25-34,Астана,200-400к,2023-12-18
1996,35-44,Алматы,до 200к,2023-01-02
1997,25-34,Алматы,400-700к,2022-06-02
1998,25-34,Астана,до 200к,2020-05-23
1999,45-54,Алматы,200-400к,2021-12-03
2000,35-44,Астана,до 200к,2021-01-29
2001,45-54,Шымкент,до 200к,2022-12-12
2002,25-34,Актобе,700к+,2022-07-11
2003,55+,Караганда,до 200к,2025-04-10
2004,35-44,Алматы,400-700к,2024-08-18
2005,18-24,Алматы,200-400к,2023-04-16
2006,45-54,Атырау,до 200к,2024-11-26
2007,25-34,Павлодар,700к+,2021-10-20
2008,25-34,Костанай,до 200к,2020-08-14
2009,25-34,Костанай,200-400к,2023-01-26
2010,35-44,Караганда,400-700к,2020-05-04
2011,18-24,Павлодар,400-700к,2025-02-28
2012,25-34,Астана,200-400к,2020-08-31
2013,18-24,Актобе,400-700к,2024-09-08
2014,25-34,Костанай,700к+,2023-09-04
2015,25-34,Атырау,200-400к,2021-05-08
2016,35-44,Астана,200-400к,2022-12-01
2017,25-34,Астана,200-400к,2022-12-23
2018,18-24,Астана,200-400к,2024-01-15
2019,35-44,Астана,200-400к,2022-05-03
2020,25-34,Атырау,до 200к,2023-04-01
2021,35-44,Караганда,400-700к,2022-04-11
2022,18-24,Алматы,до 200к,2020-07-10
2023,18-24,Актобе,до 200к,2023-11-22
2024,25-34,Астана,200-400к,2021-05-30
2025,25-34,Шымкент,до 200к,2021-07-11
2026,25-34,Астана,200-400к,2021-10-25
2027,45-54,Шымкент,200-400к,2023-02-07
2028,25-34,Актобе,до 200к,2023-11-16
2029,35-44,Актобе,до 200к,2024-06-17
2030,35-44,Актобе,до 200к,2023-04-08
2031,18-24,Астана,200-400к,2022-03-06
2032,35-44,Караганда,до 200к,2025-03-08
2033,25-34,Алматы,400-700к,2022-08-08
2034,25-34,Астана,200-400к,2020-10-18
2035,18-24,Шымкент,200-400к,2024-05-22
2036,45-54,Караганда,до 200к,2025-02-20
2037,55+,Павлодар,200-400к,2021-08-04
2038,18-24,Астана,200-400к,2021-03-16
2039,35-44,Атырау,200-400к,2021-12-05
2040,35-44,Астана,700к+,2021-11-17
2041,25-34,Шымкент,до 200к,2021-01-19
2042,45-54,Атырау,до 200к,2020-03-10
2043,35-44,Актобе,400-700к,2021-01-10
2044,45-54,Атырау,700к+,2021-08-16
2045,55+,Атырау,200-400к,2021-01-11
2046,18-24,Алматы,200-400к,2021-02-03
2047,25-34,Костанай,до 200к,2025-03-01
2048,35-44,Павлодар,400-700к,2021-03-10
2049,25-34,Астана,200-400к,2024-07-01
2050,25-34,Алматы,200-400к,2023-02-18
2051,55+,Астана,200-400к,2022-05-22
2052,18-24,Атырау,200-400к,2024-04-10
2053,25-34,Костанай,400-700к,2020-02-03
2054,45-54,Атырау,до 200к,2024-01-29
2055,25-34,Астана,200-400к,2022-04-12
2056,25-34,Алматы,до 200к,2024-07-16
2057,55+,Шымкент,400-700к,2025-04-08
2058,25-34,Астана,до 200к,2024-01-02
2059,18-24,Алматы,700к+,2020-08-16
2060,18-24,Алматы,200-400к,2025-05-07
2061,55+,Алматы,200-400к,2024-02-28
2062,25-34,Алматы,200-400к,2020-02-06
2063,35-44,Актобе,200-400к,2021-01-15
2064,18-24,Астана,200-400к,2025-05-29
2065,25-34,Астана,200-400к,2024-07-31
2066,55+,Шымкент,до 200к,2022-03-30
2067,35-44,Костанай,200-400к,2025-03-27
2068,55+,Актобе,400-700к,2022-08-13
2069,25-34,Караганда,до 200к,2024-09-30
2070,35-44,Актобе,400-700к,2023-02-28
2071,45-54,Актобе,400-700к,2023-08-13
2072,25-34,Караганда,200-400к,2020-01-18
2073,25-34,Астана,до 200к,2025-04-24
2074,45-54,Шымкент,200-400к,2020-12-29
2075,25-34,Астана,400-700к,2021-03-02
2076,35-44,Астана,200-400к,2022-06-10
2077,55+,Алматы,до 200к,2024-02-19
2078,25-34,Астана,200-400к,2024-03-19
2079,25-34,Астана,200-400к,2023-06-07
2080,18-24,Шымкент,до 200к,2024-10-06
2081,25-34,Астана,до 200к,2023-10-19
2082,25-34,Алматы,200-400к,2020-10-22
2083,35-44,Астана,200-400к,2024-04-16
2084,25-34,Астана,до 200к,2021-06-09
2085,35-44,Караганда,700к+,2022-11-05
2086,25-34,Астана,до 200к,2023-04-29
2087,25-34,Алматы,до 200к,2022-02-23
2088,25-34,Алматы,до 200к,2021-12-22
2089,35-44,Астана,до 200к,2021-06-19
2090,25-34,Алматы,200-400к,2021-08-18
2091,25-34,Астана,до 200к,2025-05-26
2092,45-54,Шымкент,400-700к,2022-02-05
2093,35-44,Павлодар,400-700к,2022-08-03
2094,25-34,Караганда,200-400к,2023-11-04
2095,45-54,Алматы,400-700к,2021-05-12
2096,25-34,Астана,200-400к,2021-02-01
2097,18-24,Атырау,400-700к,2021-02-24
2098,25-34,Алматы,до 200к,2020-05-03
2099,18-24,Павлодар,200-400к,2022-06-21
2100,25-34,Шымкент,до 200к,2020-01-07
2101,35-44,Алматы,до 200к,2022-01-27
2102,18-24,Алматы,400-700к,2022-11-19
2103,45-54,Павлодар,до 200к,2021-05-31
2104,55+,Костанай,200-400к,2021-05-15
2105,35-44,Атырау,до 200к,2023-04-16
2106,35-44,Астана,400-700к,2023-01-28
2107,35-44,Актобе,200-400к,2024-04-26
2108,55+,Алматы,до 200к,2024-10-27
